0.27451,0.25882,0.24314,0.2549,0.25882,0.2549,0.24706,0.25098,0.2549,0.24706,0.24706,0.23529,0.2549,0.24706,0.25098,0.24314
0.27059,0.24706,0.23922,0.21176,0.23922,0.25098,0.23529,0.21961,0.22353,0.21569,0.22353,0.21569,0.24314,0.22745,0.21961,0.22745
0.20392,0.22353,0.20784,0.15294,0.20784,0.20784,0.22353,0.17255,0.22353,0.22745,0.19608,0.18824,0.21176,0.21176,0.19216,0.19216
0.18824,0.16078,0.15294,0.10196,0.17647,0.19216,0.17255,0.1451,0.18431,0.16471,0.17647,0.17647,0.17255,0.16471,0.16471,0.18039
0.1451,0.14902,0.13333,0.12157,0.15294,0.14902,0.13725,0.12941,0.14118,0.12549,0.13333,0.14118,0.14118,0.1451,0.12941,0.1451
0.090196,0.082353,0.07451,0.066667,0.082353,0.090196,0.066667,0.066667,0.07451,0.070588,0.090196,0.090196,0.098039,0.066667,0.07451,0.082353
0.0078431,0.011765,0.0078431,0.015686,0.0078431,0.0039216,0.0039216,0.0039216,0.015686,0.0078431,0.0078431,0.0039216,0.0078431,0.011765,0.0039216,0.0039216
0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0,0.0039216,0,0.0039216,0.0039216,0,0.0039216,0.0039216,0.0039216,0.0039216
0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0.0039216,0,0.0039216,0.0039216,0,0.0039216,0.0039216,0.0039216,0.0039216,0
0,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0,0.0039216,0.0039216,0.0039216
0,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0.0039216,0,0.0039216,0.0039216,0.0039216,0,0
0.0039216,0.0039216,0.0039216,0.0078431,0.0039216,0.0039216,0.0039216,0.0039216,0.019608,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216
0.035294,0.023529,0.039216,0.066667,0.047059,0.047059,0.035294,0.0078431,0.043137,0.019608,0.078431,0.035294,0.070588,0.035294,0.047059,0.047059
0.15686,0.1451,0.13725,0.12549,0.14118,0.14902,0.1451,0.13725,0.15686,0.17255,0.12549,0.10196,0.1451,0.13725,0.13725,0.14118
0.18824,0.21569,0.21176,0.18039,0.20392,0.19608,0.17647,0.21176,0.22745,0.20784,0.18824,0.17647,0.2,0.2,0.20392,0.16863
0.23922,0.24706,0.21176,0.21569,0.24706,0.21961,0.23529,0.21569,0.23529,0.23922,0.24706,0.23137,0.23529,0.25882,0.24706,0.24314
0.2549,0.24314,0.24314,0.25098,0.27451,0.26667,0.26275,0.25882,0.25098,0.25882,0.25098,0.2549,0.25882,0.2549,0.24314,0.24314
0.27451,0.27451,0.25098,0.27059,0.27059,0.26667,0.24314,0.25882,0.28235,0.27843,0.27059,0.24706,0.25882,0.26275,0.26275,0.25882
0.28235,0.26667,0.27843,0.26667,0.27843,0.25882,0.2549,0.25882,0.28235,0.26667,0.26275,0.25882,0.2549,0.26667,0.24706,0.25882
0.26275,0.2549,0.24314,0.25098,0.24314,0.2549,0.26275,0.23529,0.25882,0.25098,0.23529,0.26275,0.22745,0.23529,0.24314,0.23922
0.23137,0.22353,0.22745,0.22353,0.23529,0.24314,0.21961,0.21961,0.22745,0.23137,0.21961,0.20392,0.20784,0.20784,0.21961,0.21176
0.20392,0.20392,0.2,0.18039,0.19608,0.18824,0.19608,0.19216,0.18431,0.18039,0.19608,0.18431,0.17255,0.19216,0.18824,0.17255
0.14118,0.14118,0.1451,0.14902,0.13725,0.13333,0.1451,0.15294,0.15294,0.13725,0.1451,0.14902,0.12941,0.13725,0.14902,0.12157
0.1098,0.094118,0.086275,0.058824,0.086275,0.090196,0.082353,0.07451,0.086275,0.090196,0.1098,0.082353,0.078431,0.090196,0.10196,0.07451
0.019608,0.015686,0.035294,0.0078431,0.019608,0.0078431,0.019608,0.011765,0.015686,0.0078431,0.011765,0.0039216,0.023529,0.035294,0.027451,0.019608
0.0039216,0.0039216,0,0,0.0039216,0.0039216,0,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0.0039216
0.0039216,0.0039216,0.0039216,0,0.0039216,0,0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0.0078431,0.0039216,0,0.0039216
0.0039216,0,0.0039216,0,0.0039216,0.0039216,0,0.0039216,0.0039216,0.0039216,0,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216
0,0,0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0.0039216,0.0039216,0.0039216,0.0039216,0,0.0039216,0,0.0039216
0.0078431,0.0039216,0.0039216,0.011765,0.0078431,0.0078431,0.011765,0.0078431,0.0039216,0.0078431,0.015686,0.0039216,0.011765,0.0039216,0.011765,0.0078431
0.043137,0.023529,0.047059,0.054902,0.05098,0.05098,0.05098,0.058824,0.039216,0.054902,0.039216,0.047059,0.094118,0.07451,0.05098,0.031373
0.15294,0.13333,0.1098,0.1098,0.12549,0.12941,0.12941,0.086275,0.13333,0.13725,0.094118,0.11765,0.13725,0.13333,0.13725,0.11373
0.20784,0.20784,0.20392,0.19608,0.20392,0.19608,0.20392,0.17255,0.17647,0.20784,0.20784,0.2,0.20392,0.19608,0.18039,0.20784
0.24314,0.21569,0.23922,0.24314,0.23137,0.23529,0.22745,0.23922,0.20784,0.23529,0.23529,0.21961,0.23529,0.21961,0.22745,0.21176
0.26667,0.2549,0.27059,0.26275,0.26275,0.26667,0.25098,0.24706,0.25098,0.24314,0.25098,0.26667,0.22745,0.23922,0.25098,0.25098
0.27843,0.2549,0.26667,0.27451,0.27843,0.28235,0.27451,0.26667,0.28627,0.2549,0.27059,0.27059,0.26275,0.25882,0.2549,0.25098
0.2902,0.27451,0.27451,0.26667,0.27451,0.27059,0.2549,0.25882,0.26275,0.25882,0.27451,0.24314,0.26275,0.24706,0.25882,0.27451
